Index,Hogwarts House,First Name,Last Name,Birthday,Best Hand,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying
145,,Morton,Oconner,7/24/99,Left,75922,-488.1403071,6.738666665,4.881403071,6.182,350.3468317,663.3143344,4.123539093,1030.133401,5.496187683,0.123249023,-230.55533,25.83
146,,Wes,Fogarty,1/29/01,Right,34120,-527.6538165,6.821601082,5.276538165,5.452,403.6175698,,2.989021541,1051.333774,5.855948988,-0.432712354,-229.27591,45.16
147,,Penelope,Mccullough,3/29/00,Left,55588,532.9227528,1.824757361,-5.329227528,5.594,-548.2195911,409.5451657,4.384626265,1063.531246,6.164800781,0.272889475,-246.37458,-32.35
148,,Joni,Partin,2/12/97,Left,50463,506.0331015,5.606907034,-5.060331015,6.751,-550.4619348,403.1373088,3.184293518,1052.50029,3.011693212,1.307583942,-243.35089,9.27
149,,Buford,Ivy,4/20/98,Left,64402,-553.6129888,5.829789258,5.536129888,4.605,581.4340636,572.9756629,4.329188579,,4.243288374,-0.851938563,-231.36291,-34.08
150,,Ivonne,Mayer,1/24/98,Right,46635,627.8889437,4.578259202,-6.278889437,3.32,-335.0828991,381.315868,5.564250343,1038.951796,5.053599892,-0.446938551,-246.63226,-5.97
151,,Winona,Bruns,10/27/98,Right,60599,309.0725505,-5.33388989,-3.090725505,4.836,-627.9039439,611.4124522,-4.298314965,967.899614,4.132186159,-2.255837356,-251.85032,158.5
152,,Leola,Villasenor,8/12/99,Right,46160,679.8419294,-4.912571714,-6.798419294,5.681,-384.9977232,592.0453809,-4.557247045,930.9009872,1.803530344,-1.176221103,-253.6089,199.79
153,,Judi,Hilton,1/27/99,Left,48223,-575.9089574,4.003452608,5.759089574,3.919,25.33557665,534.8410929,4.297150739,1020.467138,4.054978019,0.811460663,-234.3949,11.07
154,,Missy,Buckingham,2/4/99,Left,54642,-434.8736253,8.329428739,4.348736253,5.509,593.6318605,572.1180553,3.748921775,1044.926704,3.062876742,0.774281502,-229.91745,8.33
155,,Cortez,Mccurdy,1/8/98,Left,68050,440.2773693,-3.39082571,-4.402773693,5.492,-323.2643198,666.9344634,-6.089651395,959.9463857,2.878407982,0.58538743,-250.91132,198.78
156,,Bobbi,Barber,1/5/97,Right,33160,568.2657075,9.53976526,-5.682657075,2.167,-383.6233014,339.720762,5.674958502,1032.950692,3.140019908,-1.727550697,-243.99712,33.44
157,,Jayme,Barone,5/2/01,Left,35798,-485.300284,-5.371740487,4.85300284,-4.92,-486.8726689,406.4535129,5.632856582,1055.793451,11.55991008,1.192475092,-249.02037,-61.1
158,,Carson,Bentley,9/18/99,Right,21954,,7.47295746,-7.7411812,4.061,-124.6436308,370.9174201,5.416876218,1012.592822,3.243048921,-1.708989802,-244.2476,53.59
159,,Barbra,Faulkner,7/7/01,Right,41043,-547.1370102,,5.471370102,5.096,526.412304,575.2282827,6.21052553,1055.406339,6.401681099,-0.348238512,-227.3222,0.35
160,,Nikita,Mahoney,8/26/98,Left,15477,-802.7251798,4.10006532,8.027251798,1.984,739.4053343,575.4055455,6.917523915,1099.966073,12.68352454,-1.016235145,-227.53935,-40.63
161,,Doreen,Grace,5/5/01,Right,45214,559.5525144,3.097656088,-5.595525144,3.523,-872.9247653,445.0575591,3.862318773,1077.394732,10.64913584,0.141178682,-247.06216,30.77
162,,Lashawn,Linville,9/30/98,Left,56217,503.6450348,5.778141768,-5.036450348,6.734,-485.5838091,365.7205912,5.331219772,1051.758376,2.295320473,0.807478211,-243.19253,-39.5
163,,Hugh,Tompkins,8/27/00,Right,65980,434.8605501,1.757600529,-4.348605501,8.289,-559.2379354,377.2965515,8.266109767,1068.130332,5.464811328,-0.56435774,-243.13059,-120.87
164,,Ola,Pollard,8/15/97,Right,59848,-600.9085817,4.197646227,6.009085817,4.81,657.7032415,619.704011,3.604083133,1050.269391,5.652432633,0.985309858,-231.05232,-12.86
165,,Will,Bond,4/15/98,Right,56953,-477.7389962,-6.413418449,4.777389962,-6.916,-700.3580392,341.1484287,3.976039467,1093.96304,10.54010661,0.480817033,-253.81839,-117.11
166,,Marc,Cintron,3/31/01,Left,32456,625.4944632,5.455957217,-6.254944632,5.721,-500.1038331,404.2309418,6.526342017,1044.504687,6.982706681,1.345973481,-243.04548,13.61
167,,Angelica,Sells,7/17/99,Right,62390,397.1887011,,-3.971887011,4.013,-291.1965102,384.0328642,4.454822645,1034.686669,1.205339245,0.228288726,-244.03618,-13.66
168,,Nigel,Ramsey,7/16/97,Right,53445,484.3991575,4.203017131,-4.843991575,5.172,-639.4746194,414.7075938,1.142719012,1064.335722,3.965257258,-0.134244564,-245.99286,24.72
169,,Davis,Kent,9/5/01,Left,44524,579.60545,3.357706251,-5.7960545,6.053,-772.4004765,383.077534,6.242686098,1073.635283,7.912257732,-0.350603285,-244.91981,-33.87
170,,Wilbur,Dickerson,8/27/99,Left,55663,576.6302829,-5.479030501,-5.766302829,5.068,-473.9059847,571.8999488,-5.422714922,919.5554702,-0.589257228,0.410986225,-255.11295,192.23
171,,Ahmed,Krueger,4/7/99,Left,60182,247.7101428,2.30270503,-2.477101428,7.179,-505.1198034,473.3196972,5.795894652,1049.827965,6.666218032,1.358369979,-241.49064,-32.11
172,,Britt,Chestnut,11/1/97,Right,75292,359.57221,3.494188622,-3.5957221,6.28,-766.8375568,413.8903077,2.652524559,1078.7209,4.00250675,0.232649337,-245.30253,-39.34
173,,Jeff,Fortenberry,3/2/98,Left,,-568.9440309,-5.472431238,5.689440309,-5.104,-471.9339753,377.3315778,5.292094435,1048.196608,8.115084197,1.886904215,-250.26995,-97.87
174,,Marcela,Rhodes,11/27/96,Right,73866,312.8178389,4.271042987,-3.128178389,4.809,-405.2703375,432.943448,5.015356163,1045.414715,3.871008292,,-244.1159,-37.08
175,,Gayle,Lister,7/27/98,Left,62602,373.5982927,-6.981718101,-3.735982927,3.09,-283.123434,589.2475566,-5.503918319,927.3260349,0.265455728,1.525040343,-255.47823,167.38
176,,Jerrold,Steinberg,10/11/98,Left,66972,541.175435,,-5.41175435,5.447,-512.7203521,644.8392604,-6.966380297,,1.212637181,-1.637219445,-252.93477,225.98
177,,Faustino,Biddle,12/31/98,Left,61219,382.0643707,8.228581844,-3.820643707,2.223,-364.6360582,447.2669505,2.322121648,1026.849177,2.685045696,-1.605072682,-244.52793,66.09
178,,Yong,Gale,10/22/97,Left,58021,436.0047166,3.635899106,-4.360047166,6.248,-778.1839391,428.9366553,6.696050244,1070.204718,8.421425574,0.14438506,-243.44107,-37.54
179,,Petra,Donnelly,7/13/99,Right,42755,-504.8566612,-7.785614438,5.048566612,-4.993,-500.7859168,388.8004685,7.716462636,1056.103152,12.51392321,-1.728645457,-250.33298,-115.78
180,,Stacey,Wampler,6/28/01,Left,67592,-696.8741969,-0.443293634,6.968741969,3.147,287.0031127,621.3966823,5.713071205,1030.379523,8.414680635,-0.703864243,-235.30407,-38.58
181,,Austin,Turner,2/28/01,Right,38322,-577.4936634,6.167242321,5.774936634,4.565,,604.5089463,4.632282576,1066.700874,8.942152541,1.504803654,-229.43749,21.16
182,,Gena,Lehmann,11/5/97,Left,51336,701.4638925,-4.517951912,-7.014638925,4.474,-544.5141031,631.9780511,-4.439641149,950.1956017,5.489077725,0.34275834,-254.22188,215.39
183,,Cruz,Dunlap,3/18/99,Left,30584,-559.4412959,-7.150468798,5.594412959,-5.802,-477.1471337,389.4315352,6.646288592,1064.998465,13.12385409,1.96786915,-249.59082,-89.95
184,,Deena,Dayton,5/4/01,Right,61647,498.4348423,-5.571089382,-4.984348423,3.683,-827.0786141,572.6535605,-6.092954129,929.4320953,0.728699575,1.757959749,-256.83673,204.65
185,,Cathrine,Kincaid,10/4/00,Left,31877,575.2525239,-4.676090117,-5.752525239,7.065,22.82786192,594.5038254,-3.446865947,962.4473289,3.176455555,2.279751979,-248.76868,157.73
186,,Alberto,Macon,2/27/98,Left,55787,332.7707942,4.541814886,-3.327707942,5.311,-316.3308672,368.7523136,4.792131883,1044.199234,1.589550757,-1.700648423,-243.49271,-44.76
187,,Josef,Rountree,4/10/00,Right,43216,-470.1802344,7.129708745,4.701802344,4.558,140.6887365,556.6791031,5.419823185,1030.477278,5.558672983,0.309496248,-231.42082,27.41
188,,Vito,Nye,1/30/99,Left,55357,384.6634168,4.8824671,-3.846634168,6.696,-510.2369958,422.1960554,4.344308475,1049.392378,3.816750734,0.086080141,-242.39238,-9.65
189,,Andrea,Ogle,7/4/97,Right,28764,-508.7361896,-3.287846857,5.087361896,-2.897,-508.2544032,441.5924124,2.471824345,1066.008873,10.24447233,1.824432886,-246.06914,-6.12
190,,Gonzalo,Godinez,12/8/00,Right,58703,578.0065958,-4.68509131,-5.780065958,4.283,-346.615625,631.6973013,-4.847640091,954.2756936,4.069690164,-0.612564207,-253.47023,190.7
191,,Linwood,Cagle,9/11/01,Left,,660.4635677,6.795092551,-6.604635677,3.276,-301.7742492,431.416634,5.82764739,1021.011923,7.035913044,1.657531461,-243.88,69.79
192,,Whitney,Trowbridge,8/20/97,Left,59410,794.2766728,-4.180632956,-7.942766728,5.478,-539.4655201,568.5740178,-5.93006516,916.2609277,-1.162059864,1.306809219,-256.44831,212.72
193,,Felix,Gibbons,12/30/98,Left,40142,-170.5366696,2.829255507,1.705366696,6.572,174.5644345,566.743269,5.710041875,1035.145057,7.675285659,-2.277442208,-234.39324,4.16
194,,Harriette,Barnette,2/21/99,Right,63740,-766.2957097,1.915944026,7.662957097,3.619,765.4272956,573.5051567,3.928726898,1062.818593,4.782028372,-0.219902574,-232.29017,-74.65
195,,Venita,Brackett,4/10/00,Right,55200,462.1431068,5.174971991,-4.621431068,6.32,-615.7726814,377.9233276,5.186142019,1061.745468,4.014038365,-1.586872443,-243.5029,-34.89
196,,Scott,Huffman,6/13/97,Left,76140,-390.3685608,4.473684022,3.903685608,7.899,720.1588057,653.9953847,5.281435782,1066.120664,7.005940278,-0.864459311,-229.64563,-52.16
197,,Vicente,Barth,8/10/01,Left,67916,501.569182,3.310217074,-5.01569182,4.673,-552.0430707,442.5323628,3.047362211,1057.596344,5.420282852,-0.189262965,-246.7343,-2.85
198,,Rena,Broderick,9/11/99,Right,46740,360.4241677,5.282763297,-3.604241677,4.208,-307.0334705,401.7797395,5.454745623,,3.775616921,-1.902244314,-243.10303,-3.86
199,,Frances,Benge,5/22/98,Left,55037,604.4327553,-4.183731469,-6.044327553,5.206,-595.4382312,596.7066656,-7.189090352,916.1654672,-0.919292371,-0.762205352,-255.02709,240.15
200,,Jason,Thurston,12/29/98,Left,18270,640.2563797,-5.281586057,-6.402563797,6.156,-295.9378606,603.5208873,-2.410512779,964.7650582,7.167555209,1.083831618,-249.85009,188.18
201,,Fabiola,Seale,3/9/97,Left,57631,498.0283574,5.688424244,-4.980283574,3.432,-287.3139075,421.9654104,2.908704071,1031.824832,2.773576701,0.073261867,-245.78106,28.26
202,,Santos,Allison,9/20/97,Right,39681,-457.084339,6.317510321,4.57084339,5.023,581.7647489,558.361364,5.248710455,1062.71984,6.374549336,-0.610480522,-229.88836,-16.28
203,,Zachary,Batchelor,5/21/99,Right,46334,384.9998602,6.24579587,-3.849998602,4.181,-456.4544178,430.0246031,3.308141295,1039.976212,4.231481207,1.005421401,-243.29418,41.49
204,,Alvin,Rowland,6/1/00,Left,52507,521.9700958,-3.383061939,-5.219700958,5.964,-616.3308148,601.1833067,-6.773229992,949.4632983,0.929321629,-1.28339163,-252.38608,218.13
205,,Xavier,Ramey,12/29/99,Right,66607,-313.8960918,-3.383782986,3.138960918,-4.14,-391.7315483,456.797555,3.535416712,1023.168587,7.51911127,0.50968486,-250.71695,-23.32
206,,Damian,Keener,6/19/98,Left,76876,-623.606764,4.551444343,6.23606764,5.107,646.5690275,621.7191449,6.169019861,1048.100344,6.012624817,0.097963429,-230.51163,-58.42
207,,Courtney,Knowlton,9/12/00,Left,37371,686.3298488,2.326176482,-6.863298488,6.617,-439.0772435,486.8215143,3.56028574,1042.064679,8.259000599,1.161503508,-244.82688,52.4
208,,Eddie,Oreilly,12/25/97,Right,66576,455.4037618,-5.614984817,-4.554037618,5.29,-201.4044287,596.0495951,-5.100768891,927.7428546,-0.887960296,-1.274938972,-253.38955,159.15
209,,Horacio,Oliphant,9/24/01,Left,92644,-361.5151613,3.825196983,3.615151613,,712.3453801,654.5168578,4.40002273,1045.566657,4.68444556,-0.032512007,-232.38406,-51.31
210,,August,Mackenzie,1/24/00,Right,43001,543.1954198,-3.557931747,-5.431954198,6.326,-374.796618,606.6959988,-5.584269066,961.7343215,2.578318111,0.187269843,-250.56432,199.63
211,,Dovie,Cortes,11/6/99,Right,79633,298.7496058,5.66969162,-2.987496058,6.036,-830.7095795,364.5851697,1.948267396,1085.704592,1.095518883,-0.411334416,-244.87229,-50.8
212,,Lindsay,Pratt,4/8/99,Right,54055,-558.4405011,-1.864402089,5.584405011,-6.025,-300.234673,423.8366675,2.95087425,1016.234192,5.601696501,-0.628345982,-249.08981,-8.41
213,,Missy,Browning,4/9/99,Left,42055,-540.9784998,5.499908279,5.409784998,5.09,655.2571482,587.9126137,5.84505517,1073.674699,8.228260239,0.673184739,-228.78752,-31.78
214,,Eddie,Haag,3/28/00,Right,43842,-506.1686867,-3.464459682,5.061686867,-6.243,-791.2411317,367.4478529,4.272757835,1076.539446,10.71542116,-0.816111091,-250.55633,-58.07
215,,Brendan,Robledo,6/23/97,Left,33434,-551.9357282,-5.910815345,5.519357282,-7.042,-318.1683342,404.5888328,5.298179274,1048.996712,11.50533355,0.074746073,-250.17441,-55.81
216,,Ilene,Blodgett,9/21/99,Left,36200,683.9941998,3.465209556,-6.839941998,6.178,-783.0655804,443.1975639,5.952679016,1067.612647,10.7207302,-1.245800784,-244.53807,18.93
217,,Jesse,Stamper,2/6/98,Left,37464,692.2329648,3.104316548,-6.922329648,7.186,-728.5942357,480.2412713,8.329385059,1056.301329,12.63544165,-0.151274652,-242.82406,9.72
218,,Brock,Creighton,9/1/00,Right,68864,567.3455047,-2.876834187,-5.673455047,5.015,-670.8139363,638.2153107,-6.97863689,951.9818273,2.097823471,0.221796908,-253.75042,226.94
219,,Earl,Kuykendall,4/11/99,Left,43064,558.8562354,-5.266087685,-5.588562354,4.939,-498.4630689,583.0633919,-4.417842781,952.9981877,3.489669452,0.149606922,-253.19365,184.74
220,,Theresa,Chau,9/6/98,Right,48238,248.2183985,-4.938660821,-2.482183985,5.776,-360.6352447,612.2569321,-5.899795736,956.9696366,1.562883923,-1.980167534,-249.77592,180.73
221,,Kellie,Eastman,4/1/97,Left,48579,387.9387391,-4.149047646,-3.879387391,5.392,-540.5481632,620.1027005,-6.502501843,955.0885437,2.341047837,0.454712177,-251.33046,213.86
222,,Alexis,Stegall,5/26/00,Right,48473,582.9414613,6.797273919,-5.829414613,5.003,-484.6222171,390.6207862,4.087835974,1045.483941,3.497213736,1.81177738,-244.32685,18.31
223,,Beverley,Pearce,11/2/01,Right,40680,565.6489936,3.243811336,-5.656489936,4.451,-236.8124012,357.0438217,9.712202954,1035.922159,6.447401264,1.41866483,-244.42037,-70.65
224,,Jarrod,Mcmurray,8/15/97,Left,38058,415.9863013,-7.422155986,-4.159863013,3.676,-491.7304518,562.9689544,-3.706275168,941.4903214,3.513493594,0.502855499,-254.25085,167.4
225,,Sharyn,Doran,6/20/99,Left,47052,-583.3241668,5.979136572,5.833241668,3.913,149.7099409,586.5767401,6.411008155,1029.672519,7.456855448,-0.198401231,-231.13309,17.25
226,,Salvador,Montes,12/31/96,Left,25131,-378.5884443,6.400563135,3.785884443,5.311,269.3779763,579.2337925,5.893457812,1051.193372,9.022590675,0.298139252,-229.86985,33.51
227,,Shannon,Lavender,11/12/99,Right,36984,-545.2338489,4.107841042,5.452338489,4.946,932.7762694,623.472485,2.681173221,1076.908965,7.591949283,1.044139227,-229.32408,-1.37
228,,Maria,Farr,6/27/99,Left,40072,373.221164,4.271036403,-3.73221164,5.002,-637.7485029,407.2808977,4.038579206,1060.202264,6.04099315,0.784616037,-243.56357,9.61
229,,Denise,Gerard,10/14/98,Left,32576,741.281308,6.429565336,-7.41281308,3.6,-263.633036,356.1954129,5.6413839,1029.391798,3.928532625,-0.938682493,-245.74333,19.24
230,,Breanna,Begay,3/24/01,Right,45793,494.898358,-5.850387707,-4.94898358,5.395,-234.0294547,568.8168941,-4.028831348,947.5802996,1.550462109,0.576903992,-252.3468,151.62
231,,Gilberto,Mattison,4/4/97,Right,52220,343.542168,,-3.43542168,4.961,-337.1759461,357.9886688,7.212378484,1043.519719,3.213864316,-0.155434106,-242.72322,-62.14
232,,Scott,Comeaux,1/28/99,Left,20471,-661.9698637,-6.499765439,6.619698637,-2.587,-614.3981264,377.3793716,8.620109378,1060.401184,12.621319,0.817930974,-245.15636,-107.39
233,,Rosanna,Stull,7/21/00,Left,48079,-544.6417524,3.504713188,5.446417524,4.494,424.6610448,566.4247742,6.010804013,1054.204647,7.389975631,1.605064112,-231.91796,-37.85
234,,Lindsay,Bunting,4/28/99,Left,27792,640.9931474,7.518916509,-6.409931474,6.715,-519.6900411,415.5102869,2.564704401,1040.890336,3.765565302,-0.54240943,-242.21502,77.56
235,,Lydia,Diamond,5/17/99,Right,23061,766.7950682,6.231165326,-7.667950682,4.598,-185.7021709,368.5138558,6.201855666,1020.234336,4.300142999,0.733766922,-244.36499,29.9
236,,Enrique,Wallen,5/22/01,Left,40193,524.5181674,6.001477007,-5.245181674,6.166,-584.5051075,430.484127,6.445897262,1047.631059,7.245036254,0.485077491,-241.77277,15.59
237,,Quincy,Cramer,10/14/98,Right,51040,-574.1707866,-4.706206141,5.741707866,-4.466,-634.0516394,366.438721,4.716766185,1065.290224,8.515888871,-0.248628938,-249.45599,-93
238,,Rolf,Naranjo,2/28/00,Left,43498,671.6481714,-4.118382076,-6.716481714,5.412,-710.802937,597.2176902,-6.045961066,926.8142776,1.782591229,-1.359452391,-254.41485,245.95
239,,Marion,Cochrane,6/6/99,Right,56145,319.9798918,-8.478921671,,2.524,-690.9288463,542.7656578,-5.242965022,906.9320505,,-0.788609804,-257.92025,175.63
240,,Gene,Legg,6/8/97,Right,63239,554.6211414,1.63945097,-5.546211414,6.815,-670.3219091,410.5150596,4.119740675,1073.284652,5.955246048,-1.764946217,-246.35342,-46.23
241,,Burl,Hildebrand,10/18/99,Left,37917,541.4446407,-2.557193178,-5.414446407,7.152,-288.9291058,664.6758659,-4.75629379,983.8013621,6.325271647,-0.152068969,-247.31316,209.84
242,,Milo,House,3/22/01,Right,72859,138.8663459,4.630334016,-1.388663459,4.473,-478.7364196,357.827824,2.879386372,1060.844238,-0.103000087,0.728244255,-244.37574,-61.72
243,,Gregg,Lay,1/9/01,Left,29600,541.0427348,6.299999391,-5.410427348,6.082,-581.6271233,445.0068839,2.227669137,1045.103348,5.411169193,0.798371309,-242.50967,83.34
244,,Mimi,Staggs,5/17/97,Right,46447,286.3593119,-4.049190773,-2.863593119,7.334,-427.0868798,587.1068815,-5.779638393,963.1113714,0.356021684,-0.267655883,-248.59687,169.16
245,,Brian,Murillo,5/25/00,Right,52599,679.7596955,-4.69353179,-6.797596955,5.076,-298.0493409,606.6199519,-5.263749342,931.9498702,1.546714114,0.053059422,-254.12502,204.36
246,,Cori,Baylor,11/27/00,Left,22427,-544.4221703,5.300686129,5.444221703,3.58,152.4707994,566.5709034,7.150509306,1045.02988,10.18390829,0.082742972,-230.4894,22.1
247,,Marcella,Edmond,8/10/97,Right,48405,-390.5797853,4.12812058,3.905797853,4.675,274.0002168,558.5377465,4.76223717,1039.103321,5.948648492,0.000609885,-233.8594,-1.67
248,,Douglas,March,10/13/01,Right,59880,578.5683362,,-5.785683362,3.856,-580.8024206,325.0309211,,1067.212733,4.034518709,-0.145983022,-246.97036,-64.35
249,,Deangelo,Fleck,4/30/97,Right,28643,767.5866183,3.957957786,-7.675866183,4.93,-383.5068528,394.8889389,2.445030159,1044.337279,4.861731144,0.001776777,-246.829,49.13
250,,Ashley,Kozak,5/13/01,Left,82841,,-4.825033241,3.380166754,-5.645,-407.6041618,422.7138242,6.082644607,1006.774164,6.965423324,-0.25813173,-253.39383,-78.6
251,,Agatha,Irish,1/13/99,Left,42315,-511.5225302,-6.676730914,5.115225302,-5.875,-387.7021082,391.5211897,4.124559546,1070.423246,10.76898419,-2.661687806,-250.9639,-82.46
252,,Omar,Parham,1/15/97,Left,61593,,6.313736395,-2.534086377,4.812,-382.4074747,426.8294753,3.917107668,1037.356503,2.33878819,0.708125218,-242.23285,2.61
253,,Billy,Strom,9/27/99,Left,43193,389.2947409,7.7442881,-3.892947409,1.409,-582.6964948,481.6962256,4.889419169,1036.426105,8.988745971,0.208869283,-243.47096,87.48
254,,Claudette,Plummer,4/22/99,Left,44817,-597.1771992,6.871275584,,4.166,540.3556827,598.4528682,4.426972874,1056.123905,6.692765117,0.739393818,-229.28479,12.19
255,,Juli,Kong,1/13/97,Left,50650,-469.5600412,4.47647269,4.695600412,4.884,455.1671187,549.035519,4.359340357,1047.665291,4.610304751,0.972653907,-232.64956,-22.56
256,,Kasey,Rivers,11/5/98,Right,60132,452.3356521,6.708942029,-4.523356521,5.886,-496.6926934,391.371923,7.731676128,1045.78509,4.524785838,-0.069440865,-242.00329,-43.55
257,,Myron,Parr,7/4/98,Right,25980,-667.7909627,5.344403906,6.677909627,3.505,728.8438108,575.4137811,5.734314016,1075.435003,9.014547642,-0.293093488,-228.1678,-19
258,,Osvaldo,Ritchie,1/20/99,Left,31010,511.9685636,5.093151852,-5.119685636,5.495,-145.7210176,417.5462252,3.903657563,1018.498151,2.942381992,-1.009065472,-242.7593,41.07
259,,Rudolf,Haines,7/3/97,Right,71744,-555.9598898,7.620463447,5.559598898,5.506,538.9073046,644.7441768,6.309399127,1051.30607,7.151734266,0.39478715,-228.41807,-16.8
260,,Ernestine,Schaffer,12/4/97,Right,41436,-670.7744378,-4.166430726,6.707744378,-4.277,-615.5471484,359.1812843,,1060.349865,8.292466959,-0.478641359,-247.5958,-87.98
261,,Ruthann,Nettles,4/14/97,Left,67091,-450.4322762,4.892844199,4.504322762,5.955,892.7784024,605.5390719,1.788909653,1045.64459,2.00932475,-0.498326644,-231.74333,-14.35
262,,Belva,Bowles,4/26/00,Right,39812,-373.7684378,3.810346832,3.737684378,5.35,208.8321421,539.9440293,4.144929772,1040.847019,5.384413579,-1.094088351,-233.78755,4.59
263,,Gloria,Shively,7/20/01,Left,63834,372.6657006,3.046359492,-3.726657006,6.114,-388.8118891,406.7341922,7.065544787,1047.345221,4.801575374,-0.797958152,-243.3559,-70.2
264,,Jacquelin,Lo,3/17/00,Left,45308,678.8506117,7.109013667,-6.788506117,2.189,-620.624321,387.499727,5.381477922,1052.461824,7.056362876,0.045970239,-246.73281,30.52
265,,Emmanuel,Ponder,10/27/99,Right,40620,-488.7912652,3.308292332,4.887912652,3.548,600.8157537,586.5360286,4.61046599,1057.56976,8.14189336,-1.9345615,-232.54501,-9.47
266,,Jan,Lattimore,7/25/99,Right,15137,-445.2471203,6.528130679,4.452471203,5.209,225.5731853,,6.032923382,1050.368937,11.88044293,-0.830734724,-228.08611,72.23
267,,Fritz,Ballinger,8/24/01,Right,50883,,-5.902043698,-6.320732947,3.527,-824.9017655,561.6256469,-4.647679396,937.5544751,3.117447998,-1.465610583,-257.16033,198.78
268,,Elliott,Bustamante,10/23/97,Left,58782,-363.1072836,6.130583883,3.631072836,5.624,,602.4198169,5.438643598,1043.15884,6.492364693,-0.200295594,-231.45686,-0.71
269,,Janis,Myles,9/3/97,Right,62720,-549.5048124,4.726728137,5.495048124,4.054,323.1976542,533.7679722,4.50021209,1030.061829,2.69687453,0.525134668,-233.94682,-27.23
270,,Elliott,Mccutcheon,11/10/98,Right,83660,249.7761914,5.293992079,-2.497761914,3.951,-887.3827375,403.2690463,3.803058126,1084.249473,4.896099165,1.624771569,-245.51183,-46.7
271,,Elena,Rangel,3/22/99,Right,53451,-605.9187856,-3.00984658,6.059187856,-5.093,-567.0225573,371.9789754,2.95066292,1057.374362,6.417391527,0.421319084,-249.29609,-61.34
272,,Millie,Freund,4/13/00,Left,39432,-385.7670651,4.088517256,3.857670651,5.329,603.6915964,581.6464463,8.075215935,1069.988955,10.43648776,0.696027088,-230.09462,-51.59
273,,Olga,Chesser,4/4/99,Right,41858,418.6930201,-4.499531428,-4.186930201,5.49,-732.4391675,603.3002869,-6.451350102,942.6160629,2.086122939,0.589814174,-252.23814,231.02
274,,Donny,Ulmer,5/24/99,Left,57172,-539.7176152,4.936941355,5.397176152,5.079,792.8423581,644.8324722,3.647052466,1056.818282,6.777364097,-0.896181438,-229.93955,-2.26
275,,Jeff,Maestas,1/18/99,Right,49756,520.5897249,4.157495006,-5.205897249,6.957,-204.2350894,427.9982228,5.140559038,1026.192124,3.177597476,-0.116794995,-242.7507,-6.67
276,,Jonathan,Atherton,4/30/98,Left,54316,-585.9780798,6.440587681,5.859780798,5.157,593.4010797,,4.299650401,1041.778033,,-1.173900426,-229.31705,9.24
277,,Katina,Tolley,4/22/97,Left,59185,698.5412716,-4.753876731,-6.985412716,4.354,-688.7025228,619.5063852,-5.309851014,926.3717563,2.929627269,-0.653119164,-256.11774,229.47
278,,Rocio,Pettigrew,10/28/00,Left,56207,630.4279337,-5.052185088,-6.304279337,4.465,-633.6710865,579.2599591,-4.628830268,945.5541036,2.70195285,-1.331386994,-255.345,185.94
279,,Sandy,Khan,8/2/01,Left,,626.1215338,1.645413769,-6.261215338,7.233,-704.3065967,408.0665131,5.611332368,1074.628148,7.465978423,-1.71982133,-245.89146,-52.96
280,,Valentina,Poling,1/22/99,Right,,483.5256798,2.758322766,-4.835256798,5.558,-679.8508699,460.8950673,2.904467556,1061.74584,8.044931846,-1.189697942,-244.82311,36.97
281,,Ernest,Begley,3/21/01,Left,39564,631.627438,6.29950815,-6.31627438,2.117,-524.8133765,331.7365789,3.206101378,1056.942156,3.606671282,0.741044627,-247.81185,17.72
282,,Aletha,Mattingly,4/26/98,Right,33898,563.3806899,3.995235849,-5.633806899,2.171,-338.0385329,386.0301896,7.697747201,1038.224639,8.122198565,0.563014767,-245.83467,-8.09
283,,Lynn,Belanger,5/8/00,Left,48697,,5.007662803,4.541876427,5.525,491.8596365,579.5997337,1.91147526,1043.228243,3.477142508,-0.302469642,-232.26194,21.34
284,,Carolina,Castro,4/9/99,Left,52130,498.7669917,7.620164494,-4.987669917,4.803,-519.1512804,,3.710435626,1047.994789,2.573683507,-0.64597645,-243.74942,16.58
285,,Malissa,Blackburn,10/1/00,Left,38668,-490.7132097,0.870864118,4.907132097,4.314,436.6111327,607.0417546,6.159628513,1058.312179,11.02382976,-0.623765452,-232.8665,-24.42
286,,Mohammad,Hammett,9/4/97,Left,38551,-397.261639,6.682813937,3.97261639,,358.666673,524.1278785,5.405393269,1043.168334,4.333251421,1.0228513,-230.83072,-6.77
287,,Emerson,Sprouse,8/21/97,Left,24875,-567.9420879,-4.768251772,5.679420879,-3.716,-414.9409872,431.6736737,6.279317147,1039.22204,,0.361615216,-245.94713,-38.44
288,,Adrianne,Salley,11/16/98,Left,50471,,-3.453237507,-5.757607692,5.317,-692.6902957,651.6173709,-5.012811736,968.1701832,6.356625941,-1.930867137,-251.79352,224.31
289,,Sydney,Grooms,8/7/99,Right,25815,-419.1953558,4.803358908,4.191953558,3.796,253.8269201,557.3467108,8.948172189,1063.653237,12.11812419,-0.765509873,-230.78594,-20.97
290,,Thanh,Dyson,12/7/00,Left,37498,715.5666194,-4.197732788,-7.155666194,5.848,-296.612036,582.7487881,-5.7376913,933.5843329,0.88217912,0.725875882,-253.13532,218.04
